,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:02,,GM: url: / k/ kitchen/ ADE_train_00010207.jpg,,GM,A
12,0 days 00:00:02,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
13,0 days 00:00:02,,"GM: Welcome to the game, strange_bathtub! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:02,,GM: You have to meet in the room of type: b/ bedroom,,GM,A
15,0 days 00:00:02,,,GM: url: / p/ poolroom/ home/ ADE_train_00015555.jpg,GM,B
17,0 days 00:00:02,,,GM: You can go: [/ n]orth [/ w]est,GM,B
18,0 days 00:00:03,,,"GM: Welcome to the game, crooked_piggy_bank! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:03,,,GM: You have to meet in the room of type: b/ bedroom,GM,B
20,0 days 00:00:08,,A: cmd: n,,A,All
21,0 days 00:00:08,,GM: url: / b/ bedroom/ ADE_train_00003599.jpg,,GM,A
23,0 days 00:00:08,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
24,0 days 00:00:14,,A: cmd: n,,A,All
25,0 days 00:00:14,,GM: url: / b/ bedroom/ ADE_train_00003318.jpg,,GM,A
27,0 days 00:00:14,,GM: You can go: [/ s]outh [/ e]ast,,GM,A
28,0 days 00:00:17,,A: cmd: s,,A,All
29,0 days 00:00:18,,GM: url: / b/ bedroom/ ADE_train_00003599.jpg,,GM,A
31,0 days 00:00:18,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
32,0 days 00:00:20,,A: cmd: e,,A,All
33,0 days 00:00:20,,GM: url: / b/ bedroom/ ADE_train_00003222.jpg,,GM,A
35,0 days 00:00:21,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast [/ w]est,,GM,A
36,0 days 00:00:22,B: I'm in a pool room,,,B,All
37,0 days 00:00:25,,,B: cmd: n,B,All
38,0 days 00:00:25,,,GM: url: / p/ poolroom/ home/ ADE_train_00015509.jpg,GM,B
40,0 days 00:00:25,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
41,0 days 00:00:31,"A: Hi, I'm in a bedroom now, with a red brick fireplace",,,A,All
42,0 days 00:00:34,,,B: cmd: n,B,All
43,0 days 00:00:34,,,GM: url: / s/ street/ ADE_train_00018643.jpg,GM,B
45,0 days 00:00:34,,,GM: You can go: [/ s]outh [/ w]est,GM,B
46,0 days 00:00:42,,,B: cmd: s,B,All
47,0 days 00:00:42,,,GM: url: / p/ poolroom/ home/ ADE_train_00015509.jpg,GM,B
49,0 days 00:00:42,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
50,0 days 00:00:50,,,B: cmd: w,B,All
51,0 days 00:00:50,,,GM: url: / b/ bedroom/ ADE_train_00003573.jpg,GM,B
53,0 days 00:00:50,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast [/ w]est,GM,B
54,0 days 00:00:54,A: There's orangeish walls and a wooden nightstand,,,A,All
55,0 days 00:01:10,B: I'm in a bedroom with a white bedspread and walls,,,B,All
56,0 days 00:01:21,"A: Ok wait there, I'll find it",,,A,All
57,0 days 00:01:29,,A: cmd: e,,A,All
58,0 days 00:01:29,,GM: url: / p/ poolroom/ home/ ADE_train_00015555.jpg,,GM,A
60,0 days 00:01:30,,GM: You can go: [/ n]orth [/ w]est,,GM,A
61,0 days 00:01:32,,A: cmd: n,,A,All
62,0 days 00:01:32,,GM: url: / p/ poolroom/ home/ ADE_train_00015509.jpg,,GM,A
64,0 days 00:01:33,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
65,0 days 00:01:36,,A: cmd: n,,A,All
66,0 days 00:01:36,,GM: url: / s/ street/ ADE_train_00018643.jpg,,GM,A
68,0 days 00:01:36,,GM: You can go: [/ s]outh [/ w]est,,GM,A
69,0 days 00:01:38,,A: cmd: s,,A,All
70,0 days 00:01:38,,GM: url: / p/ poolroom/ home/ ADE_train_00015509.jpg,,GM,A
72,0 days 00:01:38,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
73,0 days 00:01:41,,A: cmd: w,,A,All
74,0 days 00:01:41,,GM: url: / b/ bedroom/ ADE_train_00003573.jpg,,GM,A
76,0 days 00:01:41,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast [/ w]est,,GM,A
77,0 days 00:01:50,A: Ok does it have 2 windows?,,,A,All
78,0 days 00:01:56,A: And a mirror in the middle?,,,A,All
79,0 days 00:02:02,B: Yes it does,,,B,All
80,0 days 00:02:05,A: Ok there,,,A,All
81,0 days 00:02:05,,,B: cmd: done,B,All
82,0 days 00:02:05,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
83,0 days 00:02:06,,A: cmd: done,,A,All
84,0 days 00:02:06,GM: Well done! Both of you are                            indeed in the same room of type: b/bedroom!,GM: Well done! Both of you are                            indeed in the same room of type: b/ bedroom!,GM: Well done! Both of you are                            indeed in the same room of type: b/ bedroom!,GM,All
