,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / l/ living_room/ ADE_train_00000843.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, little_hairtie! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: d/ dining_room,,GM,A
15,0 days 00:00:04,,,GM: url: / b/ bathroom/ ADE_train_00002862.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, poised_CD! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: d/ dining_room,GM,B
20,0 days 00:00:08,,,B: cmd: n,B,All
21,0 days 00:00:09,,,GM: url: / l/ living_room/ ADE_train_00000843.jpg,GM,B
23,0 days 00:00:09,,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,GM,B
24,0 days 00:00:13,,,B: cmd: e,B,All
25,0 days 00:00:13,,,GM: url: / d/ dining_room/ ADE_train_00007021.jpg,GM,B
27,0 days 00:00:14,,,GM: You can go: [/ s]outh [/ w]est,GM,B
28,0 days 00:00:21,,A: cmd: look,,A,All
29,0 days 00:00:21,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,,GM,A
30,0 days 00:00:21,B: Okay I'm in a dining room,,,B,All
31,0 days 00:00:23,,A: cmd: e,,A,All
32,0 days 00:00:24,,GM: url: / d/ dining_room/ ADE_train_00007021.jpg,,GM,A
34,0 days 00:00:24,,GM: You can go: [/ s]outh [/ w]est,,GM,A
35,0 days 00:00:33,B: ornate ceiling,,,B,All
36,0 days 00:00:36,A: me too,,,A,All
37,0 days 00:00:39,"A: yep, chandelier",,,A,All
38,0 days 00:00:42,B: three windows with arches,,,B,All
39,0 days 00:00:45,A: yep,,,A,All
40,0 days 00:00:48,,A: cmd: done,,A,All
41,0 days 00:00:48,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
42,0 days 00:00:53,,,B: cmd: done,B,All
43,0 days 00:00:55,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM: Well done! Both of you are                            indeed in the same room of type: d/ dining_room!,GM: Well done! Both of you are                            indeed in the same room of type: d/ dining_room!,GM,All
44,0 days 00:00:56,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
45,0 days 00:00:56,GM: ,GM: ,GM: ,GM,All
46,0 days 00:00:56,GM: Here's your token: 925ZWBF4B,GM: Here's your token: 925ZWBF4B,GM: Here's your token: 925ZWBF4B,GM,All
47,0 days 00:01:20,B: ,,B: ,B,All
48,0 days 00:01:20,,GM: poised_CD has left the game.,,GM,A
49,0 days 00:01:24,A: ,A: ,,A,All
50,0 days 00:01:24,,,GM: little_hairtie has left the game.,GM,B
51,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
