,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / b/ bedroom/ ADE_train_00000313.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, quaint_meadow! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: w/ waiting_room,,GM,A
15,0 days 00:00:03,,,GM: url: / p/ poolroom/ home/ ADE_train_00015541.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, gigantic_rubberband! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: w/ waiting_room,GM,B
20,0 days 00:00:11,,A: cmd: s,,A,All
21,0 days 00:00:11,,GM: url: / w/ waiting_room/ ADE_train_00019681.jpg,,GM,A
23,0 days 00:00:11,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
24,0 days 00:00:17,,A: cmd: s,,A,All
25,0 days 00:00:17,,GM: url: / p/ poolroom/ home/ ADE_train_00015541.jpg,,GM,A
27,0 days 00:00:17,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
28,0 days 00:00:18,B: Hey! I'm in a room with a pool table,,,B,All
29,0 days 00:00:20,,,B: cmd: look,B,All
30,0 days 00:00:21,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
31,0 days 00:00:22,A: same,,,A,All
32,0 days 00:00:32,A: which way are you going now?,,,A,All
33,0 days 00:00:32,B: Which direction are you going?,,,B,All
34,0 days 00:00:38,A: go north ,,,A,All
35,0 days 00:00:39,B: I think i'll go due north,,,B,All
36,0 days 00:00:40,,A: cmd: n,,A,All
37,0 days 00:00:40,,GM: url: / w/ waiting_room/ ADE_train_00019681.jpg,,GM,A
39,0 days 00:00:41,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
40,0 days 00:00:44,B: Haha okay,,,B,All
41,0 days 00:00:45,,,B: cmd: n,B,All
42,0 days 00:00:45,,,GM: url: / w/ waiting_room/ ADE_train_00019681.jpg,GM,B
44,0 days 00:00:46,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
45,0 days 00:00:46,A: blue room?,,,A,All
46,0 days 00:00:52,A: I mean blue waiting room?,,,A,All
47,0 days 00:00:58,A: are you there?,,,A,All
48,0 days 00:01:02,A: tan pillows?,,,A,All
49,0 days 00:01:04,A: blue couches?,,,A,All
50,0 days 00:01:05,"B: Yep, blue couches and two paintings on the wall?",,,B,All
51,0 days 00:01:09,A: was directly north ,,,A,All
52,0 days 00:01:09,A: yeah,,,A,All
53,0 days 00:01:11,,A: cmd: done,,A,All
54,0 days 00:01:12,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
55,0 days 00:01:16,B: Awesome... that was quick,,,B,All
56,0 days 00:01:17,A: nice,,,A,All
57,0 days 00:01:19,,,B: cmd: done,B,All
58,0 days 00:01:19,GM: Well done! Both of you are                            indeed in the same room of type: w/waiting_room!,GM: Well done! Both of you are                            indeed in the same room of type: w/ waiting_room!,GM: Well done! Both of you are                            indeed in the same room of type: w/ waiting_room!,GM,All
59,0 days 00:01:19,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
60,0 days 00:01:20,GM: ,GM: ,GM: ,GM,All
61,0 days 00:01:20,GM: Here's your token: 527I9JYFU,GM: Here's your token: 527I9JYFU,GM: Here's your token: 527I9JYFU,GM,All
62,0 days 00:01:34,A: ,A: ,,A,All
63,0 days 00:01:34,,,GM: quaint_meadow has left the game.,GM,B
64,0 days 00:01:39,B: ,,B: ,B,All
65,0 days 00:01:40,,GM: gigantic_rubberband has left the game.,,GM,A
66,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
67,0 days 01:55:12,GM: ,GM: ,GM: ,GM,All
