,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:02,,GM: url: / s/ street/ ADE_train_00018705.jpg,,GM,A
12,0 days 00:00:02,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, slippery_dawn! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: u/ utility_room,,GM,A
15,0 days 00:00:03,,,GM: url: / a/ apartment_building/ outdoor/ ADE_train_00001444.jpg,GM,B
17,0 days 00:00:03,,,GM: You can go: [/ n]orth,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, composed_cliff! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: u/ utility_room,GM,B
20,0 days 00:00:07,,,B: cmd: n,B,All
21,0 days 00:00:08,,,GM: url: / s/ street/ ADE_train_00016876.jpg,GM,B
23,0 days 00:00:08,,,GM: You can go: [/ s]outh [/ w]est,GM,B
24,0 days 00:00:11,,A: cmd: s,,A,All
25,0 days 00:00:11,,GM: url: / s/ street/ ADE_train_00017716.jpg,,GM,A
27,0 days 00:00:12,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
28,0 days 00:00:14,B: utility room = laundry room FYI,,,B,All
29,0 days 00:00:17,,,B: cmd: w,B,All
30,0 days 00:00:18,,,GM: url: / s/ street/ ADE_train_00017716.jpg,GM,B
32,0 days 00:00:18,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
33,0 days 00:00:19,,A: cmd: w,,A,All
34,0 days 00:00:19,,GM: url: / b/ bedroom/ ADE_train_00004169.jpg,,GM,A
36,0 days 00:00:19,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
37,0 days 00:00:21,,,B: cmd: w,B,All
38,0 days 00:00:22,,,GM: url: / b/ bedroom/ ADE_train_00004169.jpg,GM,B
40,0 days 00:00:22,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
41,0 days 00:00:25,,,B: cmd: n,B,All
42,0 days 00:00:25,,,GM: url: / u/ utility_room/ ADE_train_00019428.jpg,GM,B
44,0 days 00:00:25,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
45,0 days 00:00:25,A: ok,,,A,All
46,0 days 00:00:39,B: when you find one describe it and i'll find you,,,B,All
47,0 days 00:00:39,,A: cmd: w,,A,All
48,0 days 00:00:40,,GM: Nothing happened.You can go: [/ n]orth [/ e]ast,,GM,A
49,0 days 00:00:41,,,B: cmd: n,B,All
50,0 days 00:00:42,,,GM: url: / u/ utility_room/ ADE_train_00019411.jpg,GM,B
52,0 days 00:00:42,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
53,0 days 00:00:46,,,B: cmd: n,B,All
54,0 days 00:00:47,,A: cmd: n,,A,All
55,0 days 00:00:47,,,GM: url: / u/ utility_room/ ADE_train_00019418.jpg,GM,B
57,0 days 00:00:48,,,GM: You can go: [/ s]outh [/ e]ast,GM,B
58,0 days 00:00:49,,GM: url: / u/ utility_room/ ADE_train_00019428.jpg,,GM,A
60,0 days 00:00:49,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
61,0 days 00:00:55,,,B: cmd: e,B,All
62,0 days 00:01:00,,,GM: url: / b/ bedroom/ ADE_train_00003705.jpg,GM,B
64,0 days 00:01:00,,,GM: You can go: [/ s]outh [/ w]est,GM,B
65,0 days 00:01:04,,,B: cmd: w,B,All
66,0 days 00:01:06,,,GM: url: / u/ utility_room/ ADE_train_00019418.jpg,GM,B
68,0 days 00:01:07,,,GM: You can go: [/ s]outh [/ e]ast,GM,B
69,0 days 00:01:11,B: s,,,B,All
70,0 days 00:01:11,,,B: cmd: s,B,All
71,0 days 00:01:12,,,GM: url: / u/ utility_room/ ADE_train_00019411.jpg,GM,B
73,0 days 00:01:12,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
74,0 days 00:01:15,,,B: cmd: e,B,All
75,0 days 00:01:16,,,GM: url: / u/ utility_room/ ADE_train_00019406.jpg,GM,B
77,0 days 00:01:16,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
78,0 days 00:01:47,B: found any laundry rooms?,,,B,All
79,0 days 00:01:50,B: i've found 4,,,B,All
80,0 days 00:01:56,"A: ok i seem to have found one, window on the wall with 6 panes and a sink underneath.  a washer and dryer stacked on top of each other with a white clothes basket on the floor in front of them",,,A,All
81,0 days 00:01:59,,,B: cmd: w,B,All
82,0 days 00:02:00,,,GM: url: / u/ utility_room/ ADE_train_00019411.jpg,GM,B
84,0 days 00:02:00,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
85,0 days 00:02:03,,,B: cmd: s,B,All
86,0 days 00:02:03,,,GM: url: / u/ utility_room/ ADE_train_00019428.jpg,GM,B
88,0 days 00:02:04,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
89,0 days 00:02:07,B: im there,,,B,All
90,0 days 00:02:08,,,B: cmd: done,B,All
