,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:02,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:05,,GM: url: / k/ kennel/ outdoor/ ADE_train_00010103.jpg,,GM,A
12,0 days 00:00:05,,GM: You can go: [/ n]orth,,GM,A
13,0 days 00:00:05,,"GM: Welcome to the game, greasy_atoll! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:06,,GM: You have to meet in the room of type: b/ basement,,GM,A
15,0 days 00:00:06,,,GM: url: / l/ living_room/ ADE_train_00011327.jpg,GM,B
17,0 days 00:00:06,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
18,0 days 00:00:06,,,"GM: Welcome to the game, stunning_grove! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:07,,,GM: You have to meet in the room of type: b/ basement,GM,B
20,0 days 00:00:12,,A: cmd: n,,A,All
21,0 days 00:00:13,,GM: url: / r/ reception/ ADE_train_00015754.jpg,,GM,A
23,0 days 00:00:13,,GM: You can go: [/ s]outh [/ w]est,,GM,A
24,0 days 00:00:17,,A: cmd: w,,A,All
25,0 days 00:00:18,,,B: cmd: s,B,All
26,0 days 00:00:18,,GM: url: / b/ basement/ ADE_train_00002478.jpg,,GM,A
28,0 days 00:00:18,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
29,0 days 00:00:19,,,GM: url: / b/ bathroom/ ADE_train_00002843.jpg,GM,B
31,0 days 00:00:19,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
32,0 days 00:00:22,,A: cmd: w,,A,All
33,0 days 00:00:23,,GM: url: / b/ bathroom/ ADE_train_00002843.jpg,,GM,A
35,0 days 00:00:23,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
36,0 days 00:00:23,,,B: cmd: e,B,All
37,0 days 00:00:24,,,GM: url: / b/ basement/ ADE_train_00002478.jpg,GM,B
39,0 days 00:00:24,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
40,0 days 00:00:27,,A: cmd: n,,A,All
41,0 days 00:00:29,,GM: url: / l/ living_room/ ADE_train_00011327.jpg,,GM,A
43,0 days 00:00:29,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
44,0 days 00:00:32,,A: cmd: n,,A,All
45,0 days 00:00:33,,GM: url: / b/ basement/ ADE_train_00002492.jpg,,GM,A
47,0 days 00:00:33,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
48,0 days 00:00:37,,A: cmd: n,,A,All
49,0 days 00:00:37,,GM: url: / a/ attic/ ADE_train_00001904.jpg,,GM,A
51,0 days 00:00:38,,GM: You can go: [/ s]outh [/ e]ast,,GM,A
52,0 days 00:00:39,B: I think I am in a basement,,,B,All
53,0 days 00:00:44,"A: ok, describe pls",,,A,All
54,0 days 00:00:46,B: brown paneling,,,B,All
55,0 days 00:00:47,,A: cmd: s,,A,All
56,0 days 00:00:51,,GM: url: / b/ basement/ ADE_train_00002492.jpg,,GM,A
58,0 days 00:00:51,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
59,0 days 00:00:55,,A: cmd: e,,A,All
60,0 days 00:00:55,,GM: url: / b/ basement/ ADE_train_00002497.jpg,,GM,A
62,0 days 00:00:55,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
63,0 days 00:00:59,,A: cmd: n,,A,All
64,0 days 00:00:59,,GM: url: / r/ reception/ ADE_train_00015757.jpg,,GM,A
66,0 days 00:00:59,,GM: You can go: [/ s]outh [/ w]est,,GM,A
67,0 days 00:01:00,B: door on left of me and door in front of me,,,B,All
68,0 days 00:01:03,,A: cmd: n,,A,All
69,0 days 00:01:04,,GM: Nothing happened.You can go: [/ s]outh [/ w]est,,GM,A
70,0 days 00:01:07,,A: cmd: w,,A,All
71,0 days 00:01:07,,GM: url: / a/ attic/ ADE_train_00001904.jpg,,GM,A
73,0 days 00:01:08,,GM: You can go: [/ s]outh [/ e]ast,,GM,A
74,0 days 00:01:10,,A: cmd: s,,A,All
75,0 days 00:01:10,,GM: url: / b/ basement/ ADE_train_00002492.jpg,,GM,A
77,0 days 00:01:11,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
78,0 days 00:01:15,,A: cmd: s,,A,All
79,0 days 00:01:15,,GM: url: / l/ living_room/ ADE_train_00011327.jpg,,GM,A
81,0 days 00:01:15,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
82,0 days 00:01:18,,A: cmd: e,,A,All
83,0 days 00:01:18,,GM: url: / b/ basement/ ADE_train_00002500.jpg,,GM,A
85,0 days 00:01:19,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
86,0 days 00:01:30,A: chereked floor?,,,A,All
87,0 days 00:01:34,A: chekered,,,A,All
88,0 days 00:01:34,B: no,,,B,All
89,0 days 00:01:38,,A: cmd: s,,A,All
90,0 days 00:01:38,,GM: url: / b/ basement/ ADE_train_00002478.jpg,,GM,A
92,0 days 00:01:39,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
93,0 days 00:01:41,A: ok,,,A,All
94,0 days 00:01:43,A: im there,,,A,All
95,0 days 00:01:46,A: paneling,,,A,All
96,0 days 00:01:47,A: with doors,,,A,All
97,0 days 00:01:48,,A: cmd: done,,A,All
98,0 days 00:01:49,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
99,0 days 00:01:51,B: yes,,,B,All
100,0 days 00:01:52,,,B: cmd: done,B,All
101,0 days 00:01:53,GM: Well done! Both of you are                            indeed in the same room of type: b/basement!,GM: Well done! Both of you are                            indeed in the same room of type: b/ basement!,GM: Well done! Both of you are                            indeed in the same room of type: b/ basement!,GM,All
102,0 days 00:01:53,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
103,0 days 00:01:53,GM: ,GM: ,GM: ,GM,All
104,0 days 00:01:54,GM: Here's your token: 56129E8WS,GM: Here's your token: 56129E8WS,GM: Here's your token: 56129E8WS,GM,All
105,0 days 00:02:00,A: ,A: ,,A,All
106,0 days 00:02:00,,,GM: greasy_atoll has left the game.,GM,B
107,0 days 00:02:20,B: ,,B: ,B,All
108,0 days 00:02:23,,GM: stunning_grove has left the game.,,GM,A
109,0 days 00:03:03,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
110,0 days 01:32:10,GM: ,GM: ,GM: ,GM,All
