,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / c/ childs_room/ ADE_train_00005508.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ n]orth [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, solitary_sanctuary! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: a/ attic,,GM,A
15,0 days 00:00:03,,,GM: url: / s/ street/ ADE_train_00017625.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, chubby_drum! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: a/ attic,GM,B
20,0 days 00:00:14,,,B: cmd: n,B,All
21,0 days 00:00:14,,,GM: Nothing happened.You can go: [/ s]outh [/ e]ast [/ w]est,GM,B
22,0 days 00:00:20,,,B: cmd: s,B,All
23,0 days 00:00:20,,,GM: url: / c/ childs_room/ ADE_train_00005508.jpg,GM,B
25,0 days 00:00:20,,,GM: You can go: [/ n]orth [/ w]est,GM,B
26,0 days 00:00:23,,A: cmd: e,,A,All
27,0 days 00:00:23,,GM: Nothing happened.You can go: [/ n]orth [/ w]est,,GM,A
28,0 days 00:00:29,,A: cmd: n,,A,All
29,0 days 00:00:29,,GM: url: / s/ street/ ADE_train_00017625.jpg,,GM,A
31,0 days 00:00:29,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,,GM,A
32,0 days 00:00:30,B: hi,,,B,All
33,0 days 00:00:38,,,B: cmd: w,B,All
34,0 days 00:00:39,,,GM: url: / a/ attic/ ADE_train_00001948.jpg,GM,B
36,0 days 00:00:39,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
37,0 days 00:00:41,A: hi bear with me first time,,,A,All
38,0 days 00:00:50,,A: cmd: w,,A,All
39,0 days 00:00:51,,GM: url: / a/ attic/ ADE_train_00001890.jpg,,GM,A
41,0 days 00:00:51,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
42,0 days 00:00:55,"B: i went south from the street, then west",,,B,All
43,0 days 00:01:04,B: now im in an attic,,,B,All
44,0 days 00:01:13,"A: yes, I am there I think are there two men standing in there?",,,A,All
45,0 days 00:01:27,"B: no, mine has a roof window, a computer and a chair",,,B,All
46,0 days 00:01:35,A: oh boy hang on,,,A,All
47,0 days 00:01:43,,A: cmd: s,,A,All
48,0 days 00:01:43,,GM: url: / a/ attic/ ADE_train_00001948.jpg,,GM,A
50,0 days 00:01:43,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
51,0 days 00:01:47,B: want me to wait and you move around?,,,B,All
52,0 days 00:01:47,A: got it,,,A,All
53,0 days 00:01:58,,A: cmd: done,,A,All
54,0 days 00:01:58,B: there?,,,B,All
55,0 days 00:01:59,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
56,0 days 00:02:02,,,B: cmd: done,B,All
57,0 days 00:02:03,GM: Well done! Both of you are                            indeed in the same room of type: a/attic!,GM: Well done! Both of you are                            indeed in the same room of type: a/ attic!,GM: Well done! Both of you are                            indeed in the same room of type: a/ attic!,GM,All
58,0 days 00:02:03,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
59,0 days 00:02:03,GM: ,GM: ,GM: ,GM,All
60,0 days 00:02:03,GM: Here's your token: 671HP7NCC,GM: Here's your token: 671HP7NCC,GM: Here's your token: 671HP7NCC,GM,All
61,0 days 00:02:23,B: ,,B: ,B,All
62,0 days 00:02:23,,GM: chubby_drum has left the game.,,GM,A
63,0 days 00:02:25,A: ,A: ,,A,All
64,0 days 00:02:25,,,GM: solitary_sanctuary has left the game.,GM,B
65,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
66,0 days 03:26:44,GM: ,GM: ,GM: ,GM,All
