,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:00,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:02,,GM: url: / d/ doorway/ outdoor/ ADE_train_00007355.jpg,,GM,A
12,0 days 00:00:02,,GM: You can go: [/ s]outh,,GM,A
13,0 days 00:00:02,,"GM: Welcome to the game, unusual_farm! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:02,,GM: You have to meet in the room of type: n/ nursery,,GM,A
15,0 days 00:00:02,,,GM: url: / b/ bedroom/ ADE_train_00003216.jpg,GM,B
17,0 days 00:00:03,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
18,0 days 00:00:03,,,"GM: Welcome to the game, skinny_ocean! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:03,,,GM: You have to meet in the room of type: n/ nursery,GM,B
20,0 days 00:00:20,,,B: cmd: e,B,All
21,0 days 00:00:20,,,GM: url: / d/ dining_room/ ADE_train_00007075.jpg,GM,B
23,0 days 00:00:20,,,GM: You can go: [/ e]ast [/ w]est,GM,B
24,0 days 00:00:22,,,B: cmd: e,B,All
25,0 days 00:00:23,,,GM: url: / k/ kitchen/ ADE_train_00010342.jpg,GM,B
27,0 days 00:00:23,,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,GM,B
28,0 days 00:00:24,,,B: cmd: e,B,All
29,0 days 00:00:24,,,GM: url: / n/ nursery/ ADE_train_00013894.jpg,GM,B
31,0 days 00:00:25,,,GM: You can go: [/ s]outh [/ w]est,GM,B
32,0 days 00:00:35,"B: I think I'm in the nursery, it has a teddy bear in a chair",,,B,All
33,0 days 00:00:47,A: Hey,,,A,All
34,0 days 00:00:50,,A: cmd: w,,A,All
35,0 days 00:00:50,,GM: Nothing happened.You can go: [/ s]outh,,GM,A
36,0 days 00:00:52,,A: cmd: s,,A,All
37,0 days 00:00:53,,GM: url: / b/ bedroom/ ADE_train_00003216.jpg,,GM,A
39,0 days 00:00:53,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
40,0 days 00:01:06,A: e,,,A,All
41,0 days 00:01:14,,A: cmd: w,,A,All
42,0 days 00:01:14,,GM: url: / n/ nursery/ ADE_train_00013922.jpg,,GM,A
44,0 days 00:01:15,,GM: You can go: [/ e]ast [/ w]est,,GM,A
45,0 days 00:01:22,A: are there toys?,,,A,All
46,0 days 00:01:32,B: what kind of toys?,,,B,All
47,0 days 00:01:40,A: stuffed animals,,,A,All
48,0 days 00:01:43,A: octopus,,,A,All
49,0 days 00:01:54,"B: no octopus, there's a teddy bear on a chair",,,B,All
50,0 days 00:01:55,A: and there's a real animal there,,,A,All
51,0 days 00:02:02,,A: cmd: e,,A,All
52,0 days 00:02:02,,GM: url: / b/ bedroom/ ADE_train_00003216.jpg,,GM,A
54,0 days 00:02:02,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
55,0 days 00:02:08,,A: cmd: w,,A,All
56,0 days 00:02:08,,GM: url: / n/ nursery/ ADE_train_00013922.jpg,,GM,A
58,0 days 00:02:09,,GM: You can go: [/ e]ast [/ w]est,,GM,A
59,0 days 00:02:13,,A: cmd: w,,A,All
60,0 days 00:02:15,,GM: url: / s/ staircase/ ADE_train_00016787.jpg,,GM,A
62,0 days 00:02:15,,GM: You can go: [/ e]ast [/ w]est,,GM,A
63,0 days 00:02:20,,A: cmd: w,,A,All
64,0 days 00:02:20,,GM: url: / n/ newsstand/ outdoor/ ADE_train_00013831.jpg,,GM,A
66,0 days 00:02:20,,GM: You can go: [/ e]ast,,GM,A
67,0 days 00:02:24,,A: cmd: e,,A,All
68,0 days 00:02:25,,GM: url: / s/ staircase/ ADE_train_00016787.jpg,,GM,A
70,0 days 00:02:25,,GM: You can go: [/ e]ast [/ w]est,,GM,A
71,0 days 00:02:28,,A: cmd: e,,A,All
72,0 days 00:02:28,,GM: url: / n/ nursery/ ADE_train_00013922.jpg,,GM,A
74,0 days 00:02:28,,GM: You can go: [/ e]ast [/ w]est,,GM,A
75,0 days 00:02:44,,A: cmd: e,,A,All
76,0 days 00:02:44,,GM: url: / b/ bedroom/ ADE_train_00003216.jpg,,GM,A
78,0 days 00:02:44,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
79,0 days 00:02:49,,A: cmd: n,,A,All
80,0 days 00:02:50,,GM: url: / d/ doorway/ outdoor/ ADE_train_00007355.jpg,,GM,A
82,0 days 00:02:50,,GM: You can go: [/ s]outh,,GM,A
83,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
84,0 days 00:03:01,,A: cmd: s,,A,All
85,0 days 00:03:01,,GM: url: / b/ bedroom/ ADE_train_00003216.jpg,,GM,A
87,0 days 00:03:01,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
88,0 days 00:03:06,,A: cmd: w,,A,All
89,0 days 00:03:06,,GM: url: / n/ nursery/ ADE_train_00013922.jpg,,GM,A
91,0 days 00:03:06,,GM: You can go: [/ e]ast [/ w]est,,GM,A
92,0 days 00:03:15,,A: cmd: e,,A,All
93,0 days 00:03:15,,GM: url: / b/ bedroom/ ADE_train_00003216.jpg,,GM,A
