,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:02,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:03,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:04,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:05,,GM: url: / p/ parking_garage/ outdoor/ ADE_train_00015109.jpg,,GM,A
12,0 days 00:00:05,,GM: You can go: [/ e]ast,,GM,A
13,0 days 00:00:06,,"GM: Welcome to the game, mysterious_clay pot! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:06,,GM: You have to meet in the room of type: d/ dining_room,,GM,A
15,0 days 00:00:06,,,GM: url: / n/ newsstand/ outdoor/ ADE_train_00013832.jpg,GM,B
17,0 days 00:00:06,,,GM: You can go: [/ s]outh,GM,B
18,0 days 00:00:07,,,"GM: Welcome to the game, celestial_flute! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:07,,,GM: You have to meet in the room of type: d/ dining_room,GM,B
20,0 days 00:00:15,,,B: cmd: s,B,All
21,0 days 00:00:15,,,GM: url: / d/ dining_room/ ADE_train_00007108.jpg,GM,B
23,0 days 00:00:16,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
24,0 days 00:00:23,,A: cmd: n,,A,All
25,0 days 00:00:24,,GM: Nothing happened.You can go: [/ e]ast,,GM,A
26,0 days 00:00:28,,A: cmd: e,,A,All
27,0 days 00:00:29,,GM: url: / h/ home_office/ ADE_train_00009354.jpg,,GM,A
29,0 days 00:00:30,,GM: You can go: [/ e]ast [/ w]est,,GM,A
30,0 days 00:00:34,,A: cmd: e,,A,All
31,0 days 00:00:34,,GM: url: / d/ dining_room/ ADE_train_00006870.jpg,,GM,A
33,0 days 00:00:35,,GM: You can go: [/ e]ast [/ w]est,,GM,A
34,0 days 00:00:42,B: im in the dining room,,,B,All
35,0 days 00:00:52,A: okay describe it and I'll find you,,,A,All
36,0 days 00:01:07,B: wooden table with 6 chairs,,,B,All
37,0 days 00:01:15,A: e,,,A,All
38,0 days 00:01:18,A: e,,,A,All
39,0 days 00:01:19,,A: cmd: e,,A,All
40,0 days 00:01:19,,GM: url: / d/ dining_room/ ADE_train_00007108.jpg,,GM,A
42,0 days 00:01:19,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
43,0 days 00:01:31,A: wooden walls?,,,A,All
44,0 days 00:01:33,B: support bars on the right,,,B,All
45,0 days 00:01:38,B: yeah,,,B,All
46,0 days 00:01:54,A: some kind of fruit in a bowl on the table?,,,A,All
47,0 days 00:01:59,B: yeah,,,B,All
48,0 days 00:02:03,A: okay,,,A,All
49,0 days 00:02:04,,,B: cmd: done,B,All
50,0 days 00:02:04,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
51,0 days 00:02:06,,A: cmd: done,,A,All
52,0 days 00:02:06,GM: Well done! Both of you are                            indeed in the same room of type: d/dining_room!,GM: Well done! Both of you are                            indeed in the same room of type: d/ dining_room!,GM: Well done! Both of you are                            indeed in the same room of type: d/ dining_room!,GM,All
53,0 days 00:02:06,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
54,0 days 00:02:07,GM: ,GM: ,GM: ,GM,All
55,0 days 00:02:07,GM: Here's your token: 950JLMSE0,GM: Here's your token: 950JLMSE0,GM: Here's your token: 950JLMSE0,GM,All
56,0 days 00:02:27,A: ,A: ,,A,All
57,0 days 00:02:27,,,GM: mysterious_clay pot has left the game.,GM,B
58,0 days 00:03:03,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
59,0 days 00:04:50,B: ,,B: ,B,All
60,0 days 00:04:50,,GM: celestial_flute has left the game.,,GM,A
