,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / g/ garage/ outdoor/ ADE_train_00008509.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, calm_map! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: b/ basement,,GM,A
15,0 days 00:00:03,,,GM: url: / s/ street/ ADE_train_00016995.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ e]ast [/ w]est,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, natural_stone! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: b/ basement,GM,B
20,0 days 00:00:07,B: hello,,,B,All
21,0 days 00:00:10,,,B: cmd: n,B,All
22,0 days 00:00:10,,,GM: Nothing happened.You can go: [/ e]ast [/ w]est,GM,B
23,0 days 00:00:10,A: hi,,,A,All
24,0 days 00:00:13,,,B: cmd: w,B,All
25,0 days 00:00:13,,,GM: url: / b/ bedroom/ ADE_train_00000478.jpg,GM,B
27,0 days 00:00:13,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
28,0 days 00:00:13,,A: cmd: w,,A,All
29,0 days 00:00:14,,GM: url: / s/ street/ ADE_train_00016995.jpg,,GM,A
31,0 days 00:00:14,,GM: You can go: [/ e]ast [/ w]est,,GM,A
32,0 days 00:00:15,,,B: cmd: ,B,All
33,0 days 00:00:17,,,B: cmd: w,B,All
34,0 days 00:00:17,,,GM: Nothing happened.You can go: [/ n]orth [/ e]ast,GM,B
35,0 days 00:00:17,,A: cmd: w,,A,All
36,0 days 00:00:17,,GM: url: / b/ bedroom/ ADE_train_00000478.jpg,,GM,A
38,0 days 00:00:17,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
39,0 days 00:00:18,,,B: cmd: e,B,All
40,0 days 00:00:18,,,GM: url: / s/ street/ ADE_train_00016995.jpg,GM,B
42,0 days 00:00:19,,,GM: You can go: [/ e]ast [/ w]est,GM,B
43,0 days 00:00:20,,,B: cmd: ,B,All
44,0 days 00:00:21,,A: cmd: e,,A,All
45,0 days 00:00:21,,,B: cmd: e,B,All
46,0 days 00:00:21,,GM: url: / s/ street/ ADE_train_00016995.jpg,,GM,A
48,0 days 00:00:21,,GM: You can go: [/ e]ast [/ w]est,,GM,A
49,0 days 00:00:21,,,GM: url: / g/ garage/ outdoor/ ADE_train_00008509.jpg,GM,B
51,0 days 00:00:22,,,GM: You can go: [/ w]est,GM,B
52,0 days 00:00:25,,A: cmd: w,,A,All
53,0 days 00:00:25,,GM: url: / b/ bedroom/ ADE_train_00000478.jpg,,GM,A
55,0 days 00:00:26,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
56,0 days 00:00:27,,,B: cmd: w,B,All
57,0 days 00:00:28,,,GM: url: / s/ street/ ADE_train_00016995.jpg,GM,B
59,0 days 00:00:28,,,GM: You can go: [/ e]ast [/ w]est,GM,B
60,0 days 00:00:28,,A: cmd: n,,A,All
61,0 days 00:00:28,,GM: url: / b/ basement/ ADE_train_00002484.jpg,,GM,A
63,0 days 00:00:29,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
64,0 days 00:00:31,,,B: cmd: w,B,All
65,0 days 00:00:31,,,GM: url: / b/ bedroom/ ADE_train_00000478.jpg,GM,B
67,0 days 00:00:31,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
68,0 days 00:00:33,,,B: cmd: n,B,All
69,0 days 00:00:34,,A: cmd: n,,A,All
70,0 days 00:00:34,,,GM: url: / b/ basement/ ADE_train_00002484.jpg,GM,B
72,0 days 00:00:34,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
73,0 days 00:00:34,,GM: url: / b/ basement/ ADE_train_00002478.jpg,,GM,A
75,0 days 00:00:35,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
76,0 days 00:00:38,,,B: cmd: w,B,All
77,0 days 00:00:38,,,GM: url: / b/ basement/ ADE_train_00002497.jpg,GM,B
79,0 days 00:00:38,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
80,0 days 00:00:42,A: i think i am in a basement,,,A,All
81,0 days 00:00:48,B: i think i might be too.,,,B,All
82,0 days 00:00:52,A: maybe not though,,,A,All
83,0 days 00:01:00,A: wood panel?,,,A,All
84,0 days 00:01:04,A: two doors?,,,A,All
85,0 days 00:01:07,"B: there's a tan couch, and a tan loveseat/chair. brown coffee table. bar. tv",,,B,All
86,0 days 00:01:10,"B: nope, different room",,,B,All
87,0 days 00:01:13,A: ok i am not there,,,A,All
88,0 days 00:01:23,"B: want me to meet you, or do you want to meet me?",,,B,All
89,0 days 00:01:34,A: i think mine is more basement like,,,A,All
90,0 days 00:01:39,B: okay. i'll try to find it.,,,B,All
91,0 days 00:01:52,B: can you describe it in a bit more detail for me?,,,B,All
92,0 days 00:01:54,,,B: cmd: w,B,All
93,0 days 00:01:54,,,GM: Nothing happened.You can go: [/ n]orth [/ e]ast,GM,B
94,0 days 00:01:57,,,B: cmd: e,B,All
95,0 days 00:01:58,,,GM: url: / b/ basement/ ADE_train_00002484.jpg,GM,B
