,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:02,,GM: url: / b/ bedroom/ ADE_train_00003571.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, straight_rock! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: l/ locker_room,,GM,A
15,0 days 00:00:03,,,GM: url: / f/ flea_market/ outdoor/ ADE_train_00007960.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ e]ast,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, plain_dawn! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: l/ locker_room,GM,B
20,0 days 00:00:12,,,B: cmd: w,B,All
21,0 days 00:00:12,,,GM: Nothing happened.You can go: [/ e]ast,GM,B
22,0 days 00:00:12,,A: cmd: n,,A,All
23,0 days 00:00:12,,GM: url: / c/ cloister/ outdoor/ ADE_train_00005702.jpg,,GM,A
25,0 days 00:00:13,,GM: You can go: [/ s]outh,,GM,A
26,0 days 00:00:14,,,B: cmd: e,B,All
27,0 days 00:00:15,,,GM: url: / l/ locker_room/ ADE_train_00011591.jpg,GM,B
29,0 days 00:00:15,,,GM: You can go: [/ e]ast [/ w]est,GM,B
30,0 days 00:00:15,,A: cmd: e,,A,All
31,0 days 00:00:15,,GM: Nothing happened.You can go: [/ s]outh,,GM,A
32,0 days 00:00:20,,A: cmd: s,,A,All
33,0 days 00:00:21,,GM: url: / b/ bedroom/ ADE_train_00003571.jpg,,GM,A
35,0 days 00:00:21,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
36,0 days 00:00:28,,A: cmd: w,,A,All
37,0 days 00:00:29,,GM: url: / s/ staircase/ ADE_train_00016813.jpg,,GM,A
39,0 days 00:00:29,,GM: You can go: [/ e]ast [/ w]est,,GM,A
40,0 days 00:00:32,,A: cmd: w,,A,All
41,0 days 00:00:32,B: ok i am in locker room.  All white lockers.  Coca cola machine in left corner,,,B,All
42,0 days 00:00:32,,GM: url: / l/ locker_room/ ADE_train_00011591.jpg,,GM,A
44,0 days 00:00:32,,GM: You can go: [/ e]ast [/ w]est,,GM,A
45,0 days 00:00:53,A: I think I'm in the same one,,,A,All
46,0 days 00:01:07,B: perfect.  Wooden benches in front of lockers?,,,B,All
47,0 days 00:01:09,A: white lockers on the back and right wall,,,A,All
48,0 days 00:01:15,A: yep.,,,A,All
49,0 days 00:01:17,,A: cmd: done,,A,All
50,0 days 00:01:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
51,0 days 00:01:18,B: yes! i think we are done,,,B,All
52,0 days 00:01:23,,,B: cmd: done,B,All
53,0 days 00:01:23,GM: Well done! Both of you are                            indeed in the same room of type: l/locker_room!,GM: Well done! Both of you are                            indeed in the same room of type: l/ locker_room!,GM: Well done! Both of you are                            indeed in the same room of type: l/ locker_room!,GM,All
54,0 days 00:01:23,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
55,0 days 00:01:23,GM: ,GM: ,GM: ,GM,All
56,0 days 00:01:24,GM: Here's your token: 937MR2ZYN,GM: Here's your token: 937MR2ZYN,GM: Here's your token: 937MR2ZYN,GM,All
57,0 days 00:01:46,B: ,,B: ,B,All
58,0 days 00:01:46,,GM: plain_dawn has left the game.,,GM,A
59,0 days 00:02:05,A: ,A: ,,A,All
60,0 days 00:02:07,,,GM: straight_rock has left the game.,GM,B
61,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
