,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / c/ convenience_store/ outdoor/ ADE_train_00006227.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ e]ast,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, grieving_kite! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: j/ jacuzzi/ indoor,,GM,A
15,0 days 00:00:03,,,GM: url: / s/ street/ ADE_train_00017562.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ s]outh [/ w]est,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, colossal_swamp! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: j/ jacuzzi/ indoor,GM,B
20,0 days 00:00:14,,A: cmd: s,,A,All
21,0 days 00:00:15,,GM: Nothing happened.You can go: [/ e]ast,,GM,A
22,0 days 00:00:16,,,B: cmd: n,B,All
23,0 days 00:00:16,,,GM: Nothing happened.You can go: [/ s]outh [/ w]est,GM,B
24,0 days 00:00:17,,A: cmd: e,,A,All
25,0 days 00:00:17,,GM: url: / k/ kitchen/ ADE_train_00010699.jpg,,GM,A
27,0 days 00:00:18,,GM: You can go: [/ e]ast [/ w]est,,GM,A
28,0 days 00:00:20,,,B: cmd: w,B,All
29,0 days 00:00:20,,,GM: url: / b/ bedroom/ ADE_train_00000493.jpg,GM,B
31,0 days 00:00:20,,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,GM,B
32,0 days 00:00:21,,A: cmd: e,,A,All
33,0 days 00:00:22,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009945.jpg,,GM,A
35,0 days 00:00:22,,GM: You can go: [/ e]ast [/ w]est,,GM,A
36,0 days 00:00:24,,,B: cmd: w,B,All
37,0 days 00:00:24,,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009938.jpg,GM,B
39,0 days 00:00:24,,,GM: You can go: [/ e]ast [/ w]est,GM,B
40,0 days 00:00:35,B: i'm in a jacuzzi room,,,B,All
41,0 days 00:00:37,A: I am in a jacuzzi room.  It has a 3ft tile on the floor,,,A,All
42,0 days 00:00:50,B: i am in a different room,,,B,All
43,0 days 00:00:55,B: do you want me to move or will you,,,B,All
44,0 days 00:01:01,B: there is a man and a woman in my room,,,B,All
45,0 days 00:01:04,A: I'll look for yours,,,A,All
46,0 days 00:01:06,,A: cmd: e,,A,All
47,0 days 00:01:06,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009956.jpg,,GM,A
49,0 days 00:01:06,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
50,0 days 00:01:09,,A: cmd: e,,A,All
51,0 days 00:01:09,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009938.jpg,,GM,A
53,0 days 00:01:10,,GM: You can go: [/ e]ast [/ w]est,,GM,A
54,0 days 00:01:12,B: big glass windows,,,B,All
55,0 days 00:01:15,A: found it!,,,A,All
56,0 days 00:01:17,,A: cmd: done,,A,All
57,0 days 00:01:17,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
58,0 days 00:01:21,,,B: cmd: done,B,All
59,0 days 00:01:21,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM: Well done! Both of you are                            indeed in the same room of type: j/ jacuzzi/ indoor!,GM: Well done! Both of you are                            indeed in the same room of type: j/ jacuzzi/ indoor!,GM,All
60,0 days 00:01:21,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
61,0 days 00:01:21,GM: ,GM: ,GM: ,GM,All
62,0 days 00:01:22,GM: Here's your token: 927G8IPNY,GM: Here's your token: 927G8IPNY,GM: Here's your token: 927G8IPNY,GM,All
63,0 days 00:01:45,A: ,A: ,,A,All
64,0 days 00:01:45,,,GM: grieving_kite has left the game.,GM,B
65,0 days 00:01:47,B: ,,B: ,B,All
66,0 days 00:01:48,,GM: colossal_swamp has left the game.,,GM,A
67,0 days 00:01:48,A: ,A: ,,A,All
68,0 days 00:01:48,,GM: You said you're done. You can't move anymore.,,GM,A
69,0 days 00:01:49,,,GM: grieving_kite has rejoined the game.,GM,B
70,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
71,0 days 00:05:27,A: ,A: ,,A,All
72,0 days 00:05:28,,,GM: grieving_kite has left the game.,GM,B
