,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:02,,GM: url: / s/ storage_room/ ADE_train_00016855.jpg,,GM,A
12,0 days 00:00:02,,GM: You can go: [/ s]outh [/ w]est,,GM,A
13,0 days 00:00:02,,"GM: Welcome to the game, cute_flowers! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: b/ balcony/ interior,,GM,A
15,0 days 00:00:03,,,GM: url: / l/ living_room/ ADE_train_00011465.jpg,GM,B
17,0 days 00:00:03,,,GM: You can go: [/ s]outh [/ w]est,GM,B
18,0 days 00:00:03,,,"GM: Welcome to the game, tropical_lip_gloss! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:03,,,GM: You have to meet in the room of type: b/ balcony/ interior,GM,B
20,0 days 00:00:12,,A: cmd: n,,A,All
21,0 days 00:00:12,,GM: Nothing happened.You can go: [/ s]outh [/ w]est,,GM,A
22,0 days 00:00:17,,A: cmd: s,,A,All
23,0 days 00:00:18,,GM: url: / a/ apartment_building/ outdoor/ ADE_train_00001444.jpg,,GM,A
25,0 days 00:00:18,,GM: You can go: [/ n]orth,,GM,A
26,0 days 00:00:20,,,B: cmd: s,B,All
27,0 days 00:00:20,,,GM: url: / s/ street/ ADE_train_00017032.jpg,GM,B
29,0 days 00:00:21,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
30,0 days 00:00:23,,,B: cmd: s,B,All
31,0 days 00:00:23,,,GM: url: / b/ balcony/ interior/ ADE_train_00002218.jpg,GM,B
33,0 days 00:00:24,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
34,0 days 00:00:24,,A: cmd: w,,A,All
35,0 days 00:00:24,,GM: Nothing happened.You can go: [/ n]orth,,GM,A
36,0 days 00:00:28,,A: cmd: n,,A,All
37,0 days 00:00:28,,GM: url: / s/ storage_room/ ADE_train_00016855.jpg,,GM,A
39,0 days 00:00:28,,GM: You can go: [/ s]outh [/ w]est,,GM,A
40,0 days 00:00:39,,A: cmd: w,,A,All
41,0 days 00:00:39,,GM: url: / b/ balcony/ interior/ ADE_train_00002233.jpg,,GM,A
43,0 days 00:00:39,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
44,0 days 00:00:39,B: i found a balcony but not sure what interior means..,,,B,All
45,0 days 00:00:43,,,B: cmd: s,B,All
46,0 days 00:00:44,,,GM: url: / b/ balcony/ interior/ ADE_train_00002233.jpg,GM,B
48,0 days 00:00:44,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
49,0 days 00:00:59,"B: okay, i found a balcony thats more like a room",,,B,All
50,0 days 00:01:06,B: there's ocean out the balcony,,,B,All
51,0 days 00:01:13,A: i am there also,,,A,All
52,0 days 00:01:17,B: and chunky wooden patio furniture,,,B,All
53,0 days 00:01:21,A: yes,,,A,All
54,0 days 00:01:24,B: one tree on the left?,,,B,All
55,0 days 00:01:27,A: yes,,,A,All
56,0 days 00:01:28,B: ok,,,B,All
57,0 days 00:01:30,,,B: cmd: done,B,All
58,0 days 00:01:30,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
59,0 days 00:01:35,,A: cmd: done,,A,All
60,0 days 00:01:35,GM: Well done! Both of you are                            indeed in the same room of type: b/balcony/interior!,GM: Well done! Both of you are                            indeed in the same room of type: b/ balcony/ interior!,GM: Well done! Both of you are                            indeed in the same room of type: b/ balcony/ interior!,GM,All
61,0 days 00:01:35,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
62,0 days 00:01:36,GM: ,GM: ,GM: ,GM,All
63,0 days 00:01:37,GM: Here's your token: 411LKR85O,GM: Here's your token: 411LKR85O,GM: Here's your token: 411LKR85O,GM,All
64,0 days 00:01:43,B: ,,B: ,B,All
65,0 days 00:01:43,,GM: tropical_lip_gloss has left the game.,,GM,A
66,0 days 00:01:50,A: ,A: ,,A,All
67,0 days 00:01:51,,,GM: cute_flowers has left the game.,GM,B
68,0 days 00:03:00,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
69,0 days 03:05:59,GM: ,GM: ,GM: ,GM,All
