,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / s/ street/ ADE_train_00018105.jpg,,GM,A
12,0 days 00:00:04,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,,GM,A
13,0 days 00:00:04,,"GM: Welcome to the game, whispering_aurora! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:04,,GM: You have to meet in the room of type: u/ utility_room,,GM,A
15,0 days 00:00:04,,,GM: url: / c/ carport/ outdoor/ ADE_train_00005139.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ s]outh,GM,B
18,0 days 00:00:05,,,"GM: Welcome to the game, sticky_crater! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:05,,,GM: You have to meet in the room of type: u/ utility_room,GM,B
20,0 days 00:00:10,,A: cmd: n,,A,All
21,0 days 00:00:10,,GM: Nothing happened.You can go: [/ s]outh [/ e]ast [/ w]est,,GM,A
22,0 days 00:00:11,,,B: cmd: s,B,All
23,0 days 00:00:11,,,GM: url: / u/ utility_room/ ADE_train_00019425.jpg,GM,B
25,0 days 00:00:11,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
26,0 days 00:00:13,,A: cmd: e,,A,All
27,0 days 00:00:13,,GM: url: / s/ street/ ADE_train_00017065.jpg,,GM,A
29,0 days 00:00:13,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
30,0 days 00:00:17,,A: cmd: e,,A,All
31,0 days 00:00:18,,GM: url: / b/ bathroom/ ADE_train_00000029.jpg,,GM,A
33,0 days 00:00:18,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
34,0 days 00:00:19,B: i am in a utility room,,,B,All
35,0 days 00:00:26,B:  there is a washing machine and an ironing board,,,B,All
36,0 days 00:00:27,A: okay describe it,,,A,All
37,0 days 00:00:32,B: wooden cabinet,,,B,All
38,0 days 00:00:34,,A: cmd: n,,A,All
39,0 days 00:00:34,,GM: url: / b/ bedroom/ ADE_train_00003896.jpg,,GM,A
41,0 days 00:00:34,,GM: You can go: [/ s]outh [/ w]est,,GM,A
42,0 days 00:00:39,,A: cmd: w,,A,All
43,0 days 00:00:39,,GM: url: / u/ utility_room/ ADE_train_00019409.jpg,,GM,A
45,0 days 00:00:39,,GM: You can go: [/ s]outh [/ e]ast,,GM,A
46,0 days 00:00:53,A: a I looking through a door?,,,A,All
47,0 days 00:01:15,,A: cmd: s,,A,All
48,0 days 00:01:15,,GM: url: / s/ street/ ADE_train_00017065.jpg,,GM,A
50,0 days 00:01:15,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
51,0 days 00:01:20,,A: cmd: w,,A,All
52,0 days 00:01:20,,GM: url: / s/ street/ ADE_train_00018105.jpg,,GM,A
54,0 days 00:01:20,,GM: You can go: [/ s]outh [/ e]ast [/ w]est,,GM,A
55,0 days 00:01:23,,A: cmd: w,,A,All
56,0 days 00:01:23,,GM: url: / u/ utility_room/ ADE_train_00019425.jpg,,GM,A
58,0 days 00:01:23,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
59,0 days 00:01:24,B: not exaclty,,,B,All
60,0 days 00:01:37,A: basket above the machine?,,,A,All
61,0 days 00:01:44,B: yes,,,B,All
62,0 days 00:01:49,A: got it,,,A,All
63,0 days 00:01:51,B: the ironing board is blue with dots,,,B,All
64,0 days 00:01:54,,,B: cmd: done,B,All
65,0 days 00:01:55,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
66,0 days 00:01:56,A: yep,,,A,All
67,0 days 00:02:00,,A: cmd: done,,A,All
68,0 days 00:02:00,GM: Well done! Both of you are                            indeed in the same room of type: u/utility_room!,GM: Well done! Both of you are                            indeed in the same room of type: u/ utility_room!,GM: Well done! Both of you are                            indeed in the same room of type: u/ utility_room!,GM,All
69,0 days 00:02:01,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
70,0 days 00:02:01,GM: ,GM: ,GM: ,GM,All
71,0 days 00:02:01,GM: Here's your token: 764XEP6AT,GM: Here's your token: 764XEP6AT,GM: Here's your token: 764XEP6AT,GM,All
72,0 days 00:02:17,A: ,A: ,,A,All
73,0 days 00:02:18,,,GM: whispering_aurora has left the game.,GM,B
74,0 days 00:02:54,B: ,,B: ,B,All
75,0 days 00:02:54,,GM: sticky_crater has left the game.,,GM,A
76,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
77,0 days 01:41:58,GM: ,GM: ,GM: ,GM,All
