,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / y/ yard/ ADE_train_00020138.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, zealous_mousepad! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: d/ doorway/ indoor,,GM,A
15,0 days 00:00:03,,,GM: url: / p/ parking_garage/ outdoor/ ADE_train_00015104.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ w]est,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, warm_slipper! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: d/ doorway/ indoor,GM,B
20,0 days 00:00:19,"A: please proceed to a doorway and describe it, i will do the same",,,A,All
21,0 days 00:00:21,,A: cmd: loo,,A,All
22,0 days 00:00:25,,A: cmd: look,,A,All
23,0 days 00:00:26,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
24,0 days 00:00:27,,A: cmd: n,,A,All
25,0 days 00:00:27,,GM: url: / d/ doorway/ indoor/ ADE_train_00007335.jpg,,GM,A
27,0 days 00:00:28,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
28,0 days 00:00:40,A: I am now in a doorway indoors,,,A,All
29,0 days 00:00:51,A: there is a piece of caution tape that is around the door handle,,,A,All
30,0 days 00:00:54,A: and going outside,,,A,All
31,0 days 00:01:13,A: there is some green foliage outside of the door,,,A,All
32,0 days 00:01:18,A: have you located a door way?,,,A,All
33,0 days 00:01:24,A: would you like to proceed to my doorway?,,,A,All
34,0 days 00:02:44,B: yes,,,B,All
35,0 days 00:02:49,,,B: cmd: s,B,All
36,0 days 00:02:49,,,GM: Nothing happened.You can go: [/ w]est,GM,B
37,0 days 00:02:52,,,B: cmd: w,B,All
38,0 days 00:02:52,,,GM: url: / l/ living_room/ ADE_train_00000866.jpg,GM,B
40,0 days 00:02:52,,,GM: You can go: [/ e]ast [/ w]est,GM,B
41,0 days 00:02:58,,,B: cmd: done,B,All
42,0 days 00:02:58,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
43,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
44,0 days 00:03:16,,A: cmd: done,,A,All
45,0 days 00:03:16,"GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type d/doorway/indoor","GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type d/ doorway/ indoor","GM: Unfortunately, you and your                                                   partner were somewhere else, but not                                                   in a room of the required type d/ doorway/ indoor",GM,All
46,0 days 00:03:16,"GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.","GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.","GM: Please enter the token below into                                                   the token field on the HIT webpage, and close this                                                    browser window.",GM,All
47,0 days 00:03:17,GM: ,GM: ,GM: ,GM,All
48,0 days 00:03:17,GM: Here's your token: 230OHKY17,GM: Here's your token: 230OHKY17,GM: Here's your token: 230OHKY17,GM,All
49,0 days 00:03:32,A: ,A: ,,A,All
50,0 days 00:03:32,,,GM: zealous_mousepad has left the game.,GM,B
51,0 days 00:04:46,B: ,,B: ,B,All
52,0 days 00:04:46,,GM: warm_slipper has left the game.,,GM,A
53,0 days 01:31:59,GM: ,GM: ,GM: ,GM,All
