,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / b/ bathroom/ ADE_train_00000051.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, strange_tire! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: j/ jacuzzi/ indoor,,GM,A
15,0 days 00:00:03,,,GM: url: / a/ apartment_building/ outdoor/ ADE_train_00001430.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ n]orth,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, balmy_facewash! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: j/ jacuzzi/ indoor,GM,B
20,0 days 00:00:10,,,B: cmd: n,B,All
21,0 days 00:00:10,,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009938.jpg,GM,B
23,0 days 00:00:11,,,GM: You can go: [/ s]outh [/ w]est,GM,B
24,0 days 00:00:15,B: Ok I am there,,,B,All
25,0 days 00:00:18,,,B: cmd: done,B,All
26,0 days 00:00:18,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
27,0 days 00:00:25,B: all it took was one north move,,,B,All
28,0 days 00:00:33,B: there are two people in the jacuzzi room,,,B,All
29,0 days 00:00:37,B: a guy is in the jacuzzi,,,B,All
30,0 days 00:00:39,"A: Can you describe it to me, to make sure we're in the same one?",,,A,All
31,0 days 00:00:44,B: a woman in a robe is outside of the tub,,,B,All
32,0 days 00:00:49,"A: Nope, I'll keep moving until I find that one. ",,,A,All
33,0 days 00:00:50,B: there is a robe hanging on the window,,,B,All
34,0 days 00:00:58,,A: cmd: n,,A,All
35,0 days 00:00:58,,GM: url: / b/ bedroom/ ADE_train_00003450.jpg,,GM,A
37,0 days 00:00:58,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,,GM,A
38,0 days 00:01:05,,A: cmd: n,,A,All
39,0 days 00:01:05,,GM: url: / r/ restroom/ indoor/ ADE_train_00015837.jpg,,GM,A
41,0 days 00:01:05,,GM: You can go: [/ s]outh [/ w]est,,GM,A
42,0 days 00:01:11,,A: cmd: w,,A,All
43,0 days 00:01:11,,GM: url: / d/ dining_room/ ADE_train_00007208.jpg,,GM,A
45,0 days 00:01:11,,GM: You can go: [/ s]outh [/ e]ast,,GM,A
46,0 days 00:01:16,,A: cmd: s,,A,All
47,0 days 00:01:16,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009941.jpg,,GM,A
49,0 days 00:01:17,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
50,0 days 00:01:20,,A: cmd: s,,A,All
51,0 days 00:01:21,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009947.jpg,,GM,A
53,0 days 00:01:21,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
54,0 days 00:01:22,B: k,,,B,All
55,0 days 00:01:26,,A: cmd: s,,A,All
56,0 days 00:01:26,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009955.jpg,,GM,A
58,0 days 00:01:26,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
59,0 days 00:01:30,,A: cmd: e,,A,All
60,0 days 00:01:30,,GM: url: / b/ bedroom/ ADE_train_00004201.jpg,,GM,A
62,0 days 00:01:30,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,,GM,A
63,0 days 00:01:35,,A: cmd: e,,A,All
64,0 days 00:01:37,,GM: url: / j/ jacuzzi/ indoor/ ADE_train_00009938.jpg,,GM,A
66,0 days 00:01:37,,GM: You can go: [/ s]outh [/ w]est,,GM,A
67,0 days 00:02:02,A: Three big windows and a picture on the other wall?,,,A,All
68,0 days 00:02:28,B: yes,,,B,All
69,0 days 00:02:32,A: Perfect!,,,A,All
70,0 days 00:02:34,,A: cmd: done,,A,All
71,0 days 00:02:34,GM: Well done! Both of you are                            indeed in the same room of type: j/jacuzzi/indoor!,GM: Well done! Both of you are                            indeed in the same room of type: j/ jacuzzi/ indoor!,GM: Well done! Both of you are                            indeed in the same room of type: j/ jacuzzi/ indoor!,GM,All
72,0 days 00:02:34,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
73,0 days 00:02:35,GM: ,GM: ,GM: ,GM,All
74,0 days 00:02:35,GM: Here's your token: 315CI2IBB,GM: Here's your token: 315CI2IBB,GM: Here's your token: 315CI2IBB,GM,All
75,0 days 00:02:55,A: ,A: ,,A,All
76,0 days 00:02:55,,,GM: strange_tire has left the game.,GM,B
77,0 days 00:03:02,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
78,0 days 00:03:07,B: ,,B: ,B,All
79,0 days 00:03:08,,GM: balmy_facewash has left the game.,,GM,A
80,0 days 04:15:25,GM: ,GM: ,GM: ,GM,All
