,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:01,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:03,,GM: url: / d/ diner/ outdoor/ ADE_train_00006728.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ w]est,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, barren_eraser! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: w/ waiting_room,,GM,A
15,0 days 00:00:03,,,GM: url: / d/ doorway/ indoor/ ADE_train_00007328.jpg,GM,B
17,0 days 00:00:04,,,GM: You can go: [/ s]outh [/ n]orth,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, long_flowers! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: w/ waiting_room,GM,B
20,0 days 00:00:10,A: hello. I am outside,,,A,All
21,0 days 00:00:12,,A: cmd: look,,A,All
22,0 days 00:00:12,,GM: You can go: [/ w]est,,GM,A
23,0 days 00:00:14,,A: cmd: w,,A,All
24,0 days 00:00:14,,GM: url: / w/ waiting_room/ ADE_train_00019652.jpg,,GM,A
26,0 days 00:00:15,,GM: You can go: [/ s]outh [/ e]ast,,GM,A
27,0 days 00:00:15,B: ok,,,B,All
28,0 days 00:00:18,,,B: cmd: look,B,All
29,0 days 00:00:19,,,GM: You can go: [/ s]outh [/ n]orth,GM,B
30,0 days 00:00:21,,,B: cmd: s,B,All
31,0 days 00:00:21,,,GM: url: / s/ street/ ADE_train_00017748.jpg,GM,B
33,0 days 00:00:21,,,GM: You can go: [/ s]outh [/ n]orth [/ w]est,GM,B
34,0 days 00:00:28,A: I think I made it to the waiting room. There is a red couch,,,A,All
35,0 days 00:00:33,B: ok,,,B,All
36,0 days 00:00:36,,,B: cmd: n,B,All
37,0 days 00:00:36,,,GM: url: / d/ doorway/ indoor/ ADE_train_00007328.jpg,GM,B
39,0 days 00:00:36,,,GM: You can go: [/ s]outh [/ n]orth,GM,B
40,0 days 00:00:39,A: let me know when you make it here,,,A,All
41,0 days 00:00:39,,,B: cmd: n,B,All
42,0 days 00:00:39,,,GM: url: / w/ waiting_room/ ADE_train_00019652.jpg,GM,B
44,0 days 00:00:39,,,GM: You can go: [/ s]outh [/ e]ast,GM,B
45,0 days 00:00:49,B: just one red couch?,,,B,All
46,0 days 00:01:00,B: is there chairs?,,,B,All
47,0 days 00:01:01,A: no there are some chairs in there too,,,A,All
48,0 days 00:01:04,A: yeah,,,A,All
49,0 days 00:01:09,A: painting on the wall?,,,A,All
50,0 days 00:01:11,B: a long picture above the couch,,,B,All
51,0 days 00:01:13,A: yep,,,A,All
52,0 days 00:01:15,,A: cmd: done,,A,All
53,0 days 00:01:15,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
54,0 days 00:01:15,B: plant on a table,,,B,All
55,0 days 00:01:21,,,B: cmd: done,B,All
56,0 days 00:01:21,GM: Well done! Both of you are                            indeed in the same room of type: w/waiting_room!,GM: Well done! Both of you are                            indeed in the same room of type: w/ waiting_room!,GM: Well done! Both of you are                            indeed in the same room of type: w/ waiting_room!,GM,All
57,0 days 00:01:21,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
58,0 days 00:01:21,GM: ,GM: ,GM: ,GM,All
59,0 days 00:01:21,GM: Here's your token: 1036EZ13PC,GM: Here's your token: 1036EZ13PC,GM: Here's your token: 1036EZ13PC,GM,All
60,0 days 00:01:27,B: awesome job,,,B,All
61,0 days 00:01:29,A: ,A: ,,A,All
62,0 days 00:01:29,,,GM: barren_eraser has left the game.,GM,B
63,0 days 00:01:34,B: ,,B: ,B,All
64,0 days 00:01:34,,GM: long_flowers has left the game.,,GM,A
65,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
66,0 days 00:10:56,GM: ,GM: ,GM: ,GM,All
