,time,public,A-private,B-private,user,receiver
0,0 days 00:00:00,A: ,A: ,,A,All
1,0 days 00:00:00,B: ,,B: ,B,All
2,0 days 00:00:01,GM: ,GM: ,GM: ,GM,All
3,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
4,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
5,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
6,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
7,0 days 00:00:01,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
8,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
9,0 days 00:00:02,,GM: cmd: listen_to,GM: cmd: listen_to,GM,All
10,0 days 00:00:02,,GM: url: / a/ attic/ ADE_train_00001937.jpg,,GM,A
12,0 days 00:00:03,,GM: You can go: [/ n]orth [/ e]ast,,GM,A
13,0 days 00:00:03,,"GM: Welcome to the game, enigmatic_seatbelt! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",,GM,A
14,0 days 00:00:03,,GM: You have to meet in the room of type: n/ nursery,,GM,A
15,0 days 00:00:03,,,GM: url: / a/ apartment_building/ outdoor/ ADE_train_00001454.jpg,GM,B
17,0 days 00:00:03,,,GM: You can go: [/ n]orth,GM,B
18,0 days 00:00:04,,,"GM: Welcome to the game, steep_shield! You can always type the command                                        / look to see viable directions you can walk to.                                        Type / done if you think both of you are in the same room.",GM,B
19,0 days 00:00:04,,,GM: You have to meet in the room of type: n/ nursery,GM,B
20,0 days 00:00:10,,,B: cmd: n,B,All
21,0 days 00:00:10,,,GM: url: / n/ nursery/ ADE_train_00013879.jpg,GM,B
23,0 days 00:00:10,,,GM: You can go: [/ s]outh [/ w]est,GM,B
24,0 days 00:00:13,,A: cmd: n,,A,All
25,0 days 00:00:13,,GM: url: / k/ kitchen/ ADE_train_00010465.jpg,,GM,A
27,0 days 00:00:13,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
28,0 days 00:00:14,B: starting out heading north,,,B,All
29,0 days 00:00:20,B: I found it,,,B,All
30,0 days 00:00:21,,A: cmd: n,,A,All
31,0 days 00:00:21,,GM: url: / n/ nursery/ ADE_train_00013870.jpg,,GM,A
33,0 days 00:00:21,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,,GM,A
34,0 days 00:00:28,"A: Hi, I've found one. ",,,A,All
35,0 days 00:00:28,B: All the way at the north east of the map,,,B,All
36,0 days 00:00:35,B: Mine has a crib in it,,,B,All
37,0 days 00:00:45,B: three small pictures hanging above the crib,,,B,All
38,0 days 00:00:47,A: This has a brown arm chair in the middle of the photo and crib to the left. ,,,A,All
39,0 days 00:00:56,"B: ok, we're in different places",,,B,All
40,0 days 00:01:01,B: should I come to you?,,,B,All
41,0 days 00:01:02,A: This has one picture of Jesus above the crib. ,,,A,All
42,0 days 00:01:09,B: I'll come and find that one,,,B,All
43,0 days 00:01:09,"A: Sure, if you'd like. ",,,A,All
44,0 days 00:01:16,B: which direction can you move from there?,,,B,All
45,0 days 00:01:29,,,B: cmd: w,B,All
46,0 days 00:01:29,,,GM: url: / h/ home_office/ ADE_train_00009362.jpg,GM,B
48,0 days 00:01:29,,,GM: You can go: [/ n]orth [/ e]ast [/ w]est,GM,B
49,0 days 00:01:34,"A: South, north or east. ",,,A,All
50,0 days 00:01:42,,,B: cmd: w,B,All
51,0 days 00:01:42,,,GM: url: / a/ attic/ ADE_train_00001937.jpg,GM,B
53,0 days 00:01:42,,,GM: You can go: [/ n]orth [/ e]ast,GM,B
54,0 days 00:01:49,,,B: cmd: n,B,All
55,0 days 00:01:49,,,GM: url: / k/ kitchen/ ADE_train_00010465.jpg,GM,B
57,0 days 00:01:49,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
58,0 days 00:01:55,A: This has a small toy truck or car under the crib too. ,,,A,All
59,0 days 00:01:55,,,B: cmd: n,B,All
60,0 days 00:01:55,,,GM: url: / n/ nursery/ ADE_train_00013870.jpg,GM,B
62,0 days 00:01:55,,,GM: You can go: [/ s]outh [/ n]orth [/ e]ast,GM,B
63,0 days 00:02:03,B:   found it,,,B,All
64,0 days 00:02:05,,,B: cmd: done,B,All
65,0 days 00:02:05,"GM: The '/done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'","GM: The '/ done' command has been issued                                        by you or your partner.                                        To finish the game, both players                                        need to enter '/ done'",GM,All
66,0 days 00:02:10,,A: cmd: done,,A,All
67,0 days 00:02:11,GM: Well done! Both of you are                            indeed in the same room of type: n/nursery!,GM: Well done! Both of you are                            indeed in the same room of type: n/ nursery!,GM: Well done! Both of you are                            indeed in the same room of type: n/ nursery!,GM,All
68,0 days 00:02:11,"GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.","GM: Please enter the token below into                                                       the token field on the HIT webpage, and close this                                                        browser window.",GM,All
69,0 days 00:02:11,GM: ,GM: ,GM: ,GM,All
70,0 days 00:02:11,GM: Here's your token: 387YCIOZ4,GM: Here's your token: 387YCIOZ4,GM: Here's your token: 387YCIOZ4,GM,All
71,0 days 00:02:24,B: ,,B: ,B,All
72,0 days 00:02:25,,GM: steep_shield has left the game.,,GM,A
73,0 days 00:02:56,A: ,A: ,,A,All
74,0 days 00:02:56,,,GM: enigmatic_seatbelt has left the game.,GM,B
75,0 days 00:03:01,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM: Attention: you are in the game for 3 minutes!,GM,All
76,0 days 03:27:39,GM: ,GM: ,GM: ,GM,All
